iter	RMSE
0	0.340452219
1	0.3242157659
2	0.3088557187
3	0.2942283746
4	0.2803170323
5	0.267181376
6	0.2547165874
7	0.2430066812
8	0.2319043069
9	0.2212204531
10	0.2112062336
11	0.201613881
12	0.1925277717
13	0.1839375278
14	0.1758411311
15	0.168125388
16	0.1608508959
17	0.1539758368
18	0.1475791072
19	0.141456921
20	0.1356613711
21	0.13031871
22	0.1251725298
23	0.1203823917
24	0.1157977736
25	0.1114923812
26	0.1074686816
27	0.1037325991
28	0.1001507313
29	0.09680151171
30	0.09364643146
31	0.09080913091
32	0.08809727557
33	0.08560465201
34	0.08317501622
35	0.08095475466
36	0.07885969521
37	0.07691565594
38	0.07515847691
39	0.0734744246
40	0.07190072022
41	0.0705053494
42	0.0692032394
43	0.0679692096
44	0.06681848871
45	0.06576531448
46	0.06481663227
47	0.06396225726
48	0.06315288988
49	0.06240702767
50	0.0617216595
51	0.06105254676
52	0.06045248233
53	0.05990506845
54	0.05942306969
55	0.05897182714
56	0.05853262957
57	0.05816377738
58	0.05779675803
59	0.05747283901
60	0.05717542188
61	0.05689375512
62	0.05665322541
63	0.05641049577
64	0.05619324615
65	0.05599243198
66	0.05580376418
67	0.05563156542
68	0.05548903301
69	0.05534757361
70	0.05520666156
71	0.05507336358
72	0.05496920009
73	0.05485997463
74	0.05476311614
75	0.05466468127
76	0.05456882666
77	0.05449326187
78	0.05441994948
79	0.05435137218
80	0.05425851635
81	0.0541900239
82	0.05412867018
83	0.05406575676
84	0.05400947182
85	0.05395861434
86	0.05390991563
87	0.05386767859
88	0.05382552465
89	0.05378285729
90	0.0537458575
91	0.05370064998
92	0.05367195196
93	0.05363919223
94	0.0536032517
95	0.05357891971
96	0.05354658756
97	0.05351903985
98	0.05348404784
99	0.05345990967
100	0.05342778492
101	0.05340011862
102	0.05337743234
103	0.05335390258
104	0.05332715077
105	0.05331365415
106	0.05328816227
107	0.05326931596
108	0.05323018382
109	0.05321242211
110	0.05318089633
111	0.05316137573
112	0.05314469797
113	0.05312156999
114	0.05308864968
115	0.05305841941
116	0.05300971983
117	0.05299043538
118	0.05295904735
119	0.05294222445
120	0.05292766513
121	0.05291084481
122	0.05288773973
123	0.05287211392
124	0.05282690934
125	0.05279155046
126	0.05277778446
127	0.0527519633
128	0.052717161
129	0.05270675205
130	0.05268180149
131	0.05267054058
132	0.05262371066
133	0.05260603814
134	0.05258034191
135	0.05256521447
136	0.05249420116
137	0.05247102831
138	0.05246043683
139	0.0524373942
140	0.05242542067
141	0.05239374495
142	0.05238152759
143	0.05231417266
144	0.05228934081
145	0.05227965534
146	0.05224820975
147	0.05220023791
148	0.05217417143
149	0.0521429321
150	0.05210949208
151	0.05210033374
152	0.05207910955
153	0.05205796923
154	0.05204420117
155	0.05200947976
156	0.05196150461
157	0.05195350752
158	0.05193541175
159	0.0518787724
160	0.05185829046
161	0.05184721126
162	0.05180464428
163	0.05179551506
164	0.05177421173
165	0.05174481623
166	0.05171976915
167	0.0517022177
168	0.05169085072
169	0.0516694346
170	0.05162345925
171	0.05160165214
172	0.05158414967
173	0.05155608109
174	0.05150197876
175	0.05148678972
176	0.05146921909
177	0.05145197256
178	0.05142324814
179	0.05137590034
180	0.05134694511
181	0.05132251705
182	0.0513014236
183	0.05127802243
184	0.05126969796
185	0.05123741119
186	0.05122972421
187	0.05121297335
188	0.05119051311
189	0.05117782925
190	0.05116331102
191	0.05113860019
192	0.0511213606
193	0.051098892
194	0.05107025726
195	0.0510514754
196	0.05103456744
197	0.05101023258
198	0.05097210919
199	0.05095623354
200	0.05094031016
201	0.05093449413
202	0.05090413922
203	0.05086311389
204	0.05084931163
205	0.0508358925
206	0.05082653713
207	0.05080324037
208	0.05078471094
209	0.0507692901
210	0.05075286864
211	0.05073207092
212	0.05072423097
213	0.0506837683
214	0.05063354543
215	0.05061849269
216	0.0506021785
217	0.05057546061
218	0.05056608974
219	0.05055054033
220	0.05053364308
221	0.05052470178
222	0.05049342733
223	0.05047887422
224	0.05046303348
225	0.05044583966
226	0.05042699029
227	0.05041858401
228	0.05031345348
229	0.05029860483
230	0.05021423565
231	0.05020722577
232	0.05019217424
233	0.05018630515
234	0.05013300187
235	0.05012692131
236	0.05010942612
237	0.05001531994
238	0.05000088771
239	0.04999350629
240	0.04998026021
241	0.04995820833
242	0.0499363873
243	0.04990414817
244	0.04988900504
245	0.04987778913
246	0.04985843012
247	0.04984810513
248	0.04983519839
249	0.04981650588
250	0.04980213472
251	0.0497904188
252	0.04971690722
253	0.04970117171
254	0.04968522586
255	0.04967305856
256	0.04965951452
257	0.04964372342
258	0.04963136136
259	0.04957758546
260	0.04956541545
261	0.04947122008
262	0.04945436554
263	0.04944273305
264	0.04936723895
265	0.04935616751
266	0.04934552473
267	0.04933274773
268	0.04925136104
269	0.04924053384
270	0.04923244178
271	0.04922661748
272	0.04920541576
273	0.04919546347
274	0.04915220232
275	0.04907548623
276	0.04906594128
277	0.04905120507
278	0.04902283955
279	0.04900821865
280	0.04898392499
281	0.04897332394
282	0.04891338923
283	0.04890429961
284	0.04889642409
285	0.04888430801
286	0.04887224347
287	0.04885649129
288	0.04883225683
289	0.04881977548
290	0.04880597456
291	0.04879186185
292	0.04876570001
293	0.04875712605
294	0.04874228022
295	0.04873167626
296	0.04866527939
297	0.04864558593
298	0.0486360862
299	0.04862327739
300	0.04857242353
301	0.04856101234
302	0.04854217434
303	0.04848497452
304	0.04847207922
305	0.04844031709
306	0.04841958518
307	0.04839795024
308	0.04835212949
309	0.04833901451
310	0.04832091129
311	0.04830108996
312	0.04828867856
313	0.0482804668
314	0.04826871176
315	0.04825809379
316	0.04823521748
317	0.04822421073
318	0.0482041033
319	0.0481929058
320	0.04818225685
321	0.04817431089
322	0.0481597839
323	0.04814996476
324	0.04813586467
325	0.04812579935
326	0.0481134084
327	0.04810239557
328	0.04806129635
329	0.04802158477
330	0.04801150314
331	0.04799776676
332	0.04798395162
333	0.04797115398
334	0.04795120416
335	0.04794087979
336	0.04793089554
337	0.04791371065
338	0.04790880008
339	0.04789472364
340	0.04787249729
341	0.04783246618
342	0.04781811327
343	0.04780744377
344	0.04779579781
345	0.0477819192
346	0.04777716467
347	0.0477559994
348	0.04773869279
349	0.04772251459
350	0.04770668345
351	0.0476898862
352	0.04767836092
353	0.04764327458
354	0.04763361436
355	0.04761612024
356	0.0475800954
357	0.04755815338
358	0.04754837322
359	0.04753915047
360	0.04753414881
361	0.04751926698
362	0.04750141411
363	0.04747184252
364	0.04746270414
365	0.04744948218
366	0.04742453626
367	0.04741357516
368	0.0474042417
369	0.04739656296
370	0.047380074
371	0.04737035131
372	0.04735023964
373	0.04734537388
374	0.04733426636
375	0.04732486781
376	0.04731024038
377	0.0472911623
378	0.04727768445
379	0.04726836281
380	0.0472641743
381	0.04724584426
382	0.04722834699
383	0.04722447231
384	0.04721032008
385	0.04718243003
386	0.04715220633
387	0.04713744661
388	0.04712616939
389	0.047103492
390	0.04709368446
391	0.04708775084
392	0.04707455147
393	0.04706469189
394	0.04705385058
395	0.04704440038
396	0.04703164371
397	0.04702127069
398	0.04701237415
399	0.04699570303
400	0.04698875703
401	0.04697944873
402	0.04696971582
403	0.04696508512
404	0.04695715872
405	0.04694976503
406	0.04694105262
407	0.04693058858
408	0.04691042167
409	0.04690185694
410	0.04688859864
411	0.04685795391
412	0.04684935598
413	0.04683843877
414	0.04682902146
415	0.04681420682
416	0.0467892372
417	0.04678017403
418	0.04677005797
419	0.04676134107
420	0.04675231377
421	0.04674362919
422	0.04673607711
423	0.04672781924
424	0.04671229268
425	0.04668494436
426	0.04667223709
427	0.04665750803
428	0.04664555245
